name,link,location,continent,country,region,locality,rating,elev_diff,min_alt,max_alt,total_km,easy_km,inter_km,diff_km,num_lifts,price,current_season,general_season,opening_times,approx_season_start,approx_season_end,original_currency,original_value,exchange_rate,usd_price
Heavenly,https://www.skiresort.info/ski-resort/heavenly/,North America > USA > Western United States > Lake Tahoe,North America,USA,Western United States,Lake Tahoe,4.1,1059 m,2001 m,3060 m,94 km,18 km,42 km,34 km,27,"US$ 265,- / approx. € 225,-",2025-11-21 - 2026-04-12,mid November - mid April,09:00 - 16:00,11-15,04-15,USD,265.0,1.0,265.0
Rusutsu,https://www.skiresort.info/ski-resort/rusutsu/,Asia > Japan > Hokkaido,Asia,Japan,,,4.1,594 m,400 m,994 m,42 km,13 km,17 km,12 km,18,"¥ 12000,- / approx. € 70,-",2025-12-05 - 2026-03-29,late November - late March,09:00 - 20:00,11-23,03-23,JPY,12000.0,0.00657,78.84
Les Arcs/​Peisey-Vallandry (Paradiski),https://www.skiresort.info/ski-resort/les-arcspeisey-vallandry-paradiski/,Europe > France > Auvergne-Rhône-Alpes > Savoie Mont Blanc > Savoie > Albertville > Tarentaise,Europe,France,Auvergne-Rhône-Alpes > Savoie Mont Blanc > Savoie > Albertville,Tarentaise,4.1,2026 m,1200 m,3226 m,200 km,104 km,70 km,26 km,52,"€ 68,-",2025-12-13 - 2026-04-25,mid December - late April,08:30 - 16:30,12-15,04-23,EUR,68.0,1.1553,78.5604
Dachstein West – Gosau/​Russbach/​Annaberg,https://www.skiresort.info/ski-resort/dachstein-west-gosaurussbachannaberg/,Europe > Austria > Salzburg (Salzburger Land) > Tennengau | Europe > Austria > Upper Austria (Oberösterreich) > Salzkammergut > Dachstein-Salzkammergut,Europe,Austria,Salzburg (Salzburger Land) | Upper Austria (Oberösterreich) > Salzkammergut,Tennengau | Dachstein-Salzkammergut,4.1,872 m,745 m,1617 m,51 km,15 km,33 km,3 km,24,€ 61.90,2025-12-06 - 2026-04-06,early December - early April,09:00 - 16:00,12-07,04-07,EUR,61.9,1.1553,71.51307
Corvatsch/​Furtschellas,https://www.skiresort.info/ski-resort/corvatschfurtschellas/,Europe > Switzerland > Eastern Switzerland > Graubünden > Engadin St. Moritz,Europe,Switzerland,Eastern Switzerland > Graubünden,Engadin St. Moritz,4.1,1506 m,1797 m,3303 m,120 km,13 km,89.3 km,17.7 km,14,"SFr. 87,- / approx. € 93,-",2025-11-22 - 2026-04-26,late November - late April,08:20 - 17:00,11-23,04-23,CHF,87.0,1.2428,108.1236
Kühtai,https://www.skiresort.info/ski-resort/kuehtai/,Europe > Austria > Tyrol (Tirol) > Innsbruck region > Sellraintal,Europe,Austria,Tyrol (Tirol) > Innsbruck region,Sellraintal,4.1,582 m,1938 m,2520 m,48.6 km,5.2 km,28.1 km,15.3 km,12,"€ 62,-",2025-11-28 - 2026-04-19,late November - late April,09:00 - 16:00,11-23,04-23,EUR,62.0,1.1553,71.6286
Galtür – Silvapark,https://www.skiresort.info/ski-resort/galtuer-silvapark/,Europe > Austria > Tyrol (Tirol) > Tiroler Oberland (region) > Landeck > Paznaun-Ischgl,Europe,Austria,Tyrol (Tirol) > Tiroler Oberland (region) > Landeck,Paznaun-Ischgl,4.1,700 m,1600 m,2300 m,43 km,6 km,25 km,12 km,9,€ 58.50,2025-12-05 - 2026-04-12,early December - mid April,08:45 - 16:00,12-07,04-15,EUR,58.5,1.1553,67.58505
Espace Diamant – Les Saisies/​Notre-Dame-de-Bellecombe/​Praz sur Arly/​Flumet/​Crest-Voland,https://www.skiresort.info/ski-resort/espace-diamant-les-saisiesnotre-dame-de-bellecombepraz-sur-arlyflumetcrest-voland/,Europe > France > Auvergne-Rhône-Alpes > Savoie Mont Blanc > Savoie > Albertville > Beaufortain | Europe > France > Auvergne-Rhône-Alpes > Savoie Mont Blanc > Haute-Savoie > Bonneville > Pays du Mont Blanc | Europe > France > Auvergne-Rhône-Alpes > Savoie Mont Blanc > Savoie > Albertville > Val d'Arly,Europe,France,Auvergne-Rhône-Alpes > Savoie Mont Blanc > Savoie > Albertville | Auvergne-Rhône-Alpes > Savoie Mont Blanc > Haute-Savoie > Bonneville | Auvergne-Rhône-Alpes > Savoie Mont Blanc > Savoie > Albertville,Beaufortain | Pays du Mont Blanc | Val d'Arly,4.1,1069 m,1000 m,2069 m,192 km,132 km,49 km,11 km,80,"€ 49,-",2025-12-13 - 2026-04-10,early December - mid April,09:00 - 17:00,12-07,04-15,EUR,49.0,1.1553,56.6097
Kläppen,https://www.skiresort.info/ski-resort/klaeppen/,Europe > Sweden > Northern Sweden (Norrland) > Dalarna County > Sälen,Europe,Sweden,Northern Sweden (Norrland) > Dalarna County,Sälen,4.1,315 m,340 m,655 m,26 km,20.3 km,3.5 km,2.2 km,22,"Skr 560,- / approx. € 51,-",,late November - mid April,09:00 - 18:00,11-23,04-15,SEK,560.0,0.10467,58.6152
Paganella – Andalo,https://www.skiresort.info/ski-resort/paganella-andalo/,Europe > Italy > Trentino-Alto Adige (Trentino-Südtirol) > Trentino > Altopiano della Paganella/​Dolomiti di Brenta/​Lago di Molveno,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol) > Trentino,Altopiano della Paganella/​Dolomiti di Brenta/​Lago di Molveno,4.1,1085 m,1040 m,2125 m,40 km,11 km,27 km,2 km,15,"€ 71,-",2025-11-29 - 2026-04-06,late November - early April,08:30 - 16:30,11-23,04-07,EUR,71.0,1.1553,82.0263
Cortina d'Ampezzo,https://www.skiresort.info/ski-resort/cortina-dampezzo/,Europe > Italy > Venetia (Veneto) > Belluno > Cortina d’Ampezzo,Europe,Italy,Venetia (Veneto) > Belluno,Cortina d’Ampezzo,4.1,1611 m,1217 m,2828 m,120 km,45 km,59 km,16 km,25,"€ 77,-",2025-11-22 - 2026-05-03,late November - early May,08:30 - 16:30,11-23,05-07,EUR,77.0,1.1553,88.9581
Red Mountain Resort – Rossland,https://www.skiresort.info/ski-resort/red-mountain-resort-rossland/,North America > Canada > British Columbia > Kootenay Rockies > Kootenay Boundary,North America,Canada,British Columbia > Kootenay Rockies,Kootenay Boundary,4.1,890 m,1185 m,2075 m,120 km,20 km,40 km,60 km,8,"C$ 174,- / approx. € 106,-",2025-12-06 - 2026-04-06,early December - early April,09:00 - 15:30,12-07,04-07,CFA,174.0,0.0,0.0
Grand Targhee,https://www.skiresort.info/ski-resort/grand-targhee/,North America > USA > Wyoming,North America,USA,,,4.1,674 m,2332 m,3006 m,57 km,9.1 km,28.7 km,19.2 km,6,"US$ 170,- / approx. € 145,-",2025-11-21 - 2026-04-12,late November - early April,09:00 - 16:00,11-23,04-07,USD,170.0,1.0,170.0
Zauchensee/​Flachauwinkl,https://www.skiresort.info/ski-resort/zauchenseeflachauwinkl/,Europe > Austria > Salzburg (Salzburger Land) > Pongau > Salzburger Sportwelt > Altenmarkt-Zauchensee,Europe,Austria,Salzburg (Salzburger Land) > Pongau > Salzburger Sportwelt,Altenmarkt-Zauchensee,4.1,1176 m,1000 m,2176 m,45 km,23.5 km,17.2 km,4.3 km,16,"€ 79,-",2025-11-28 - 2026-04-12,late November - mid April,08:30 - 16:00,11-23,04-15,EUR,79.0,1.1553,91.2687
See,https://www.skiresort.info/ski-resort/see/,Europe > Austria > Tyrol (Tirol) > Tiroler Oberland (region) > Landeck > Paznaun-Ischgl,Europe,Austria,Tyrol (Tirol) > Tiroler Oberland (region) > Landeck,Paznaun-Ischgl,4.1,1530 m,1040 m,2570 m,42.5 km,7.2 km,27 km,8.3 km,11,"€ 67,-",,mid December - late April,08:30 - 16:00,12-15,04-23,EUR,67.0,1.1553,77.4051
Hochzeiger – Jerzens,https://www.skiresort.info/ski-resort/hochzeiger-jerzens/,Europe > Austria > Tyrol (Tirol) > Tiroler Oberland (region) > Imst (District) > Pitztal,Europe,Austria,Tyrol (Tirol) > Tiroler Oberland (region) > Imst (District),Pitztal,4.1,1038 m,1450 m,2488 m,40 km,10 km,22 km,8 km,9,"€ 66,-",,early December - early April,08:45 - 16:30,12-07,04-07,EUR,66.0,1.1553,76.2498
Fernie,https://www.skiresort.info/ski-resort/fernie/,North America > Canada > British Columbia > Kootenay Rockies > East Kootenay,North America,Canada,British Columbia > Kootenay Rockies,East Kootenay,4.1,1082 m,1052 m,2134 m,142 km,42 km,58 km,42 km,10,"C$ 189,- / approx. € 115,-",2025-11-29 - 2026-04-12,early December - mid April,09:00 - 16:00,12-07,04-15,CFA,189.0,0.0,0.0
Snowbird,https://www.skiresort.info/ski-resort/snowbird/,North America > USA > Utah > Salt Lake City,North America,USA,Utah,Salt Lake City,4.1,988 m,2365 m,3353 m,103 km,28 km,39 km,36 km,14,"US$ 216,- / approx. € 184,-",2025-11-29 - 2026-05-17,mid November - mid May,09:00 - 16:00,11-15,05-15,USD,216.0,1.0,216.0
Bromont,https://www.skiresort.info/ski-resort/bromont/,North America > Canada > Quebec > Estrie,North America,Canada,Quebec,Estrie,4,368 m,185 m,553 m,45 km,10 km,15 km,20 km,8,"C$ 115,- / approx. € 70,-",,late November - early April,08:30 - 22:00,11-23,04-07,CFA,115.0,0.0,0.0
Stöten,https://www.skiresort.info/ski-resort/stoeten/,Europe > Sweden > Northern Sweden (Norrland) > Dalarna County > Sälen,Europe,Sweden,Northern Sweden (Norrland) > Dalarna County,Sälen,4,392 m,438 m,830 m,32 km,26 km,3 km,3 km,24,"Skr 549,- / approx. € 50,-",,late November - late April,09:00 - 16:30,11-23,04-23,SEK,549.0,0.10467,57.46383
Snowbasin,https://www.skiresort.info/ski-resort/snowbasin/,North America > USA > Utah,North America,USA,,,4,900 m,1950 m,2850 m,80 km,16 km,40 km,24 km,13,"US$ 219,- / approx. € 186,-",,mid November - mid April,09:00 - 16:00,11-15,04-15,USD,219.0,1.0,219.0
Formigal,https://www.skiresort.info/ski-resort/formigal/,Europe > Spain > Aragon > Huesca,Europe,Spain,Aragon,Huesca,4,764 m,1501 m,2265 m,143 km,48 km,75 km,20 km,21,"€ 59,-",2025-11-29 - 2026-04-12,late November - mid April,09:00 - 17:00,11-23,04-15,EUR,59.0,1.1553,68.1627
Ruka,https://www.skiresort.info/ski-resort/ruka/,Europe > Finland > Northern Finland > Northern Ostrobothnia (Pohjois-Pohjanmaa),Europe,Finland,Northern Finland,Northern Ostrobothnia (Pohjois-Pohjanmaa),4,201 m,291 m,492 m,19.1 km,9.1 km,7 km,3 km,22,"€ 56,-",2025-10-03 - 2026-05-03,early October - early May,09:30 - 19:00,10-07,05-07,EUR,56.0,1.1553,64.6968
Lindvallen/​Högfjället (Sälen),https://www.skiresort.info/ski-resort/lindvallenhoegfjaellet-saelen/,Europe > Sweden > Northern Sweden (Norrland) > Dalarna County > Sälen,Europe,Sweden,Northern Sweden (Norrland) > Dalarna County,Sälen,4,308 m,579 m,887 m,42 km,22 km,17 km,3 km,58,"Skr 658,- / approx. € 60,-",2025-12-05 - 2026-04-19,mid November - early May,09:00 - 16:00,11-15,05-07,SEK,658.0,0.10467,68.87286
Fellhorn/​Kanzelwand – Oberstdorf/​Riezlern,https://www.skiresort.info/ski-resort/fellhornkanzelwand-oberstdorfriezlern/,Europe > Germany > Bavaria (Bayern) > Swabia (Schwaben) > Oberallgäu > Oberstdorf,Europe,Germany,Bavaria (Bayern) > Swabia (Schwaben) > Oberallgäu,Oberstdorf,4,1047 m,920 m,1967 m,36 km,14 km,20 km,2 km,13,€ 65.80,2025-12-06 - 2026-04-06,early December - early April,08:30 - 17:00,12-07,04-07,EUR,65.8,1.1553,76.01874
Alpe Lusia – Moena/​Bellamonte,https://www.skiresort.info/ski-resort/alpe-lusia-moenabellamonte/,Europe > Italy > Trentino-Alto Adige (Trentino-Südtirol) > Trentino > Val di Fassa (Fassa Valley/​Fassatal) | Europe > Italy > Trentino-Alto Adige (Trentino-Südtirol) > Trentino > Val di Fiemme,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol) > Trentino | Trentino-Alto Adige (Trentino-Südtirol) > Trentino,Val di Fassa (Fassa Valley/​Fassatal) | Val di Fiemme,4,973 m,1367 m,2340 m,27.5 km,12.9 km,10.6 km,4 km,8,"€ 69,-",2025-12-06 - 2026-04-06,early December - early April,08:30 - 16:00,12-07,04-07,EUR,69.0,1.1553,79.7157
Radstadt/​Altenmarkt,https://www.skiresort.info/ski-resort/radstadtaltenmarkt/,Europe > Austria > Salzburg (Salzburger Land) > Pongau > Salzburger Sportwelt > Radstadt | Europe > Austria > Salzburg (Salzburger Land) > Pongau > Salzburger Sportwelt > Altenmarkt-Zauchensee,Europe,Austria,Salzburg (Salzburger Land) > Pongau > Salzburger Sportwelt | Salzburg (Salzburger Land) > Pongau > Salzburger Sportwelt,Radstadt | Altenmarkt-Zauchensee,4,721 m,850 m,1571 m,17.3 km,9.2 km,7.5 km,0.6 km,7,"€ 79,-",2025-12-19 - 2026-03-29,mid December - late March,08:30 - 16:00,12-15,03-23,EUR,79.0,1.1553,91.2687
Alagna Valsesia/​Gressoney-La-Trinité/​Champoluc/​Frachey (Monterosa Ski),https://www.skiresort.info/ski-resort/alagna-valsesiagressoney-la-trinitechampolucfrachey-monterosa-ski/,Europe > Italy > Aosta Valley (Valle d'Aosta) > Monte Rosa | Europe > Italy > Piedmont (Piemonte) > Valsesia (Valle della Sesia),Europe,Italy,Aosta Valley (Valle d'Aosta) | Piedmont (Piemonte),Monte Rosa | Valsesia (Valle della Sesia),4,2063 m,1212 m,3275 m,132 km,29 km,89 km,14 km,20,"€ 67,-",2025-12-06 - 2026-04-19,early December - mid April,08:45 - 17:00,12-07,04-15,EUR,67.0,1.1553,77.4051
St. Johann in Tirol/​Oberndorf – Harschbichl,https://www.skiresort.info/ski-resort/st-johann-in-tiroloberndorf-harschbichl/,Europe > Austria > Tyrol (Tirol) > Tiroler Unterland > Kitzbüheler Alpen > St. Johann in Tirol,Europe,Austria,Tyrol (Tirol) > Tiroler Unterland > Kitzbüheler Alpen,St. Johann in Tirol,4,945 m,659 m,1604 m,40 km,21.5 km,18 km,0.5 km,10,"€ 62,-",2025-12-06 - 2026-03-22,early December - late March,08:30 - 16:00,12-07,03-23,EUR,62.0,1.1553,71.6286
Peyragudes,https://www.skiresort.info/ski-resort/peyragudes/,Europe > France > Occitania > Hautes-Pyrénées > Bagnères-de-Bigorre | Europe > France > Occitania > Haute-Garonne > Saint-Gaudens,Europe,France,Occitania > Hautes-Pyrénées | Occitania > Haute-Garonne,Bagnères-de-Bigorre | Saint-Gaudens,4,800 m,1600 m,2400 m,42 km,21 km,18 km,3 km,19,"€ 48,-",2025-12-06 - 2026-03-29,early December - early April,09:00 - 16:45,12-07,04-07,EUR,48.0,1.1553,55.4544
